datestamp,index_code,index_name,convexity,return,modified_duration,yield
2008-01-10,SAGB Index,SA Govt Bond Index,47.3,0.272156904,5.04,9.93
2008-01-11,SAGB Index,SA Govt Bond Index,47.7,0.492114946,5.06,9.88
2008-01-14,SAGB Index,SA Govt Bond Index,47.9,0.45387293,5.07,9.84
2008-01-15,SAGB Index,SA Govt Bond Index,48,0.156104972,5.07,9.83
2008-01-16,SAGB Index,SA Govt Bond Index,47.9,-0.08654726,5.07,9.84
2008-01-17,SAGB Index,SA Govt Bond Index,47.8,-0.083555956,5.06,9.85
2008-01-18,SAGB Index,SA Govt Bond Index,47.5,-0.30112972,5.04,9.89
2008-01-21,SAGB Index,SA Govt Bond Index,46.9,-0.541746809,5,9.95
2008-01-22,SAGB Index,SA Govt Bond Index,47,0.157064816,5.01,9.94
2008-01-23,SAGB Index,SA Govt Bond Index,46.8,0.082271785,5,9.93
2008-01-24,SAGB Index,SA Govt Bond Index,47.2,0.622899085,5.02,9.87
2008-01-25,SAGB Index,SA Govt Bond Index,46.7,-0.524307229,4.99,9.93
2008-01-28,SAGB Index,SA Govt Bond Index,46.2,-0.375542691,4.96,9.97
2008-01-29,SAGB Index,SA Govt Bond Index,46.5,0.31929221,4.98,9.94
2008-01-30,SAGB Index,SA Govt Bond Index,46,-0.456774281,4.95,9.99
2008-01-31,SAGB Index,SA Govt Bond Index,45.5,-0.47010947,4.92,10.04
2008-02-01,SAGB Index,SA Govt Bond Index,45.6,0.251935259,4.93,10.02
2008-02-04,SAGB Index,SA Govt Bond Index,45.5,0.091665081,4.92,10.02
2008-02-05,SAGB Index,SA Govt Bond Index,45.1,-0.359339523,4.9,10.06
2008-02-06,SAGB Index,SA Govt Bond Index,44.7,-0.429568999,4.87,10.11
2008-02-07,SAGB Index,SA Govt Bond Index,47.9,-0.103259727,5.14,10.11
2008-02-08,SAGB Index,SA Govt Bond Index,48.2,0.318713253,5.15,10.08
2008-02-11,SAGB Index,SA Govt Bond Index,48,0.017563307,5.14,10.09
2008-02-12,SAGB Index,SA Govt Bond Index,48.2,0.300084683,5.15,10.06
2008-02-13,SAGB Index,SA Govt Bond Index,48.1,0.006224954,5.14,10.06
2008-02-14,SAGB Index,SA Govt Bond Index,48.2,0.283606816,5.15,10.04
2008-02-15,SAGB Index,SA Govt Bond Index,47.9,-0.189312384,5.13,10.06
2008-02-18,SAGB Index,SA Govt Bond Index,47.9,0.099888452,5.13,10.06
2008-02-19,SAGB Index,SA Govt Bond Index,47.8,-0.132016279,5.12,10.07
2008-02-20,SAGB Index,SA Govt Bond Index,47.6,-0.312203541,5.1,10.11
2008-02-21,SAGB Index,SA Govt Bond Index,47.5,0.203197333,5.1,10.09
2008-02-22,SAGB Index,SA Govt Bond Index,47.6,0.115599285,5.11,10.08
2008-02-25,SAGB Index,SA Govt Bond Index,48.2,-0.118964772,5.17,10.1
2008-02-26,SAGB Index,SA Govt Bond Index,48.1,-0.04787613,5.17,10.11
2008-02-27,SAGB Index,SA Govt Bond Index,47.9,-0.242610695,5.15,10.14
2008-02-28,SAGB Index,SA Govt Bond Index,47.8,-0.091346662,5.15,10.15
2008-02-29,SAGB Index,SA Govt Bond Index,47.4,-0.493488507,5.13,10.2
2008-03-03,SAGB Index,SA Govt Bond Index,46.7,-0.578395583,5.09,10.27
2008-03-04,SAGB Index,SA Govt Bond Index,46.7,0.013428279,5.08,10.28
2008-03-05,SAGB Index,SA Govt Bond Index,46.5,-0.080558856,5.07,10.29
2008-03-06,SAGB Index,SA Govt Bond Index,46.5,-0.150972034,5.07,10.31
2008-03-07,SAGB Index,SA Govt Bond Index,46,-0.583031541,5.04,10.36
2008-03-10,SAGB Index,SA Govt Bond Index,46.3,0.480547213,5.05,10.32
2008-03-11,SAGB Index,SA Govt Bond Index,46.5,0.345908338,5.06,10.29
2008-03-12,SAGB Index,SA Govt Bond Index,47,-0.051727134,5.12,10.3
2008-03-13,SAGB Index,SA Govt Bond Index,46.7,-0.315659307,5.11,10.33
2008-03-14,SAGB Index,SA Govt Bond Index,46.7,0.10106134,5.11,10.33
2008-03-17,SAGB Index,SA Govt Bond Index,46.3,-0.320298355,5.08,10.37
2008-03-18,SAGB Index,SA Govt Bond Index,46.6,0.486956257,5.1,10.32
2008-03-19,SAGB Index,SA Govt Bond Index,46.7,0.156920718,5.1,10.31
2008-03-20,SAGB Index,SA Govt Bond Index,46.6,-0.156280212,5.09,10.33
2008-03-25,SAGB Index,SA Govt Bond Index,46.5,0.250993105,5.08,10.31
2008-03-26,SAGB Index,SA Govt Bond Index,46.5,-0.076095096,5.09,10.32
2008-03-27,SAGB Index,SA Govt Bond Index,46.4,-0.112453988,5.08,10.34
2008-03-28,SAGB Index,SA Govt Bond Index,46.4,0.052142586,5.08,10.34
2008-03-31,SAGB Index,SA Govt Bond Index,46.3,0.018556247,5.07,10.34
2008-04-01,SAGB Index,SA Govt Bond Index,46.5,0.324081932,5.08,10.31
2008-04-02,SAGB Index,SA Govt Bond Index,46.9,0.683449255,5.1,10.24
2008-04-03,SAGB Index,SA Govt Bond Index,47.5,0.308336806,5.13,10.22
2008-04-04,SAGB Index,SA Govt Bond Index,47.5,0.059218163,5.13,10.2
2008-04-07,SAGB Index,SA Govt Bond Index,47.6,0.198964292,5.13,10.19
2008-04-08,SAGB Index,SA Govt Bond Index,47.5,0.023703957,5.13,10.19
2008-04-09,SAGB Index,SA Govt Bond Index,47.4,-0.057109114,5.12,10.2
2008-04-10,SAGB Index,SA Govt Bond Index,46.7,-0.936036184,5.08,10.3
2008-04-11,SAGB Index,SA Govt Bond Index,46.3,-0.545817707,5.06,10.36
2008-04-14,SAGB Index,SA Govt Bond Index,46.2,-0.025250929,5.05,10.37
2008-04-15,SAGB Index,SA Govt Bond Index,46.1,-0.015391172,5.04,10.38
2008-04-16,SAGB Index,SA Govt Bond Index,46.4,0.290503772,5.06,10.35
2008-04-17,SAGB Index,SA Govt Bond Index,46.5,0.140895508,5.06,10.34
2008-04-18,SAGB Index,SA Govt Bond Index,46.3,-0.19925565,5.05,10.36
2008-04-21,SAGB Index,SA Govt Bond Index,46.1,-0.011026228,5.04,10.37
2008-04-22,SAGB Index,SA Govt Bond Index,46.2,0.086644193,5.04,10.37
2008-04-23,SAGB Index,SA Govt Bond Index,45.7,-0.688225031,5.01,10.44
2008-04-24,SAGB Index,SA Govt Bond Index,45.5,-0.19256447,4.99,10.46
2008-04-25,SAGB Index,SA Govt Bond Index,45.5,0.082573434,4.99,10.46
2008-04-29,SAGB Index,SA Govt Bond Index,45.2,-0.104718268,4.98,10.48
2008-04-30,SAGB Index,SA Govt Bond Index,45.1,-0.153668388,4.97,10.5
2008-05-05,SAGB Index,SA Govt Bond Index,45.2,0.207592636,4.97,10.49
2008-05-06,SAGB Index,SA Govt Bond Index,45.4,0.241292827,4.98,10.46
2008-05-07,SAGB Index,SA Govt Bond Index,45.4,0.017815856,4.98,10.47
2008-05-08,SAGB Index,SA Govt Bond Index,45.2,-0.130626338,4.97,10.48
2008-05-09,SAGB Index,SA Govt Bond Index,45.1,-0.151011301,4.96,10.5
2008-05-12,SAGB Index,SA Govt Bond Index,45.2,0.27072301,4.96,10.48
2008-05-13,SAGB Index,SA Govt Bond Index,45.1,-0.065320666,4.96,10.49
2008-05-14,SAGB Index,SA Govt Bond Index,44.9,-0.244023209,4.95,10.52
2008-05-15,SAGB Index,SA Govt Bond Index,44.9,0.036931288,4.94,10.52
2008-05-16,SAGB Index,SA Govt Bond Index,45.1,0.309234974,4.95,10.49
2008-05-19,SAGB Index,SA Govt Bond Index,45.1,0.140487789,4.95,10.48
2008-05-20,SAGB Index,SA Govt Bond Index,45,-0.133572554,4.94,10.5
2008-05-21,SAGB Index,SA Govt Bond Index,44.7,-0.400066469,4.92,10.55
2008-05-22,SAGB Index,SA Govt Bond Index,44.4,-0.34843483,4.91,10.59
2008-05-23,SAGB Index,SA Govt Bond Index,44.4,-0.019934615,4.9,10.59
2008-05-26,SAGB Index,SA Govt Bond Index,44,-0.338158492,4.88,10.64
2008-05-27,SAGB Index,SA Govt Bond Index,44,-0.049615483,4.88,10.65
2008-05-28,SAGB Index,SA Govt Bond Index,43.8,-0.313052954,4.87,10.69
2008-05-29,SAGB Index,SA Govt Bond Index,43.4,-0.68389182,4.84,10.77
2008-05-30,SAGB Index,SA Govt Bond Index,42.7,-0.894817524,4.8,10.87
2008-06-02,SAGB Index,SA Govt Bond Index,42.4,-0.228070185,4.78,10.9
2008-06-03,SAGB Index,SA Govt Bond Index,42.6,0.360675715,4.79,10.87
2008-06-04,SAGB Index,SA Govt Bond Index,42.5,-0.126719987,4.78,10.88
2008-06-05,SAGB Index,SA Govt Bond Index,43,0.177061919,4.81,10.87
2008-06-06,SAGB Index,SA Govt Bond Index,42.8,-0.121769449,4.8,10.87
2008-06-09,SAGB Index,SA Govt Bond Index,42.4,-0.444449878,4.77,10.93
2008-06-10,SAGB Index,SA Govt Bond Index,42.2,-0.188812939,4.76,10.96
2008-06-11,SAGB Index,SA Govt Bond Index,42.1,-0.118590379,4.75,10.97
2008-06-12,SAGB Index,SA Govt Bond Index,42,0.244035712,4.74,10.95
2008-06-13,SAGB Index,SA Govt Bond Index,41.4,-0.828685146,4.7,11.05
2008-06-17,SAGB Index,SA Govt Bond Index,41.4,0.281429383,4.7,11.03
2008-06-18,SAGB Index,SA Govt Bond Index,41.5,-0.516772456,4.73,11.09
2008-06-19,SAGB Index,SA Govt Bond Index,41.6,0.270084431,4.74,11.07
2008-06-20,SAGB Index,SA Govt Bond Index,41.8,0.28753439,4.75,11.04
2008-06-23,SAGB Index,SA Govt Bond Index,41.3,-0.540464811,4.71,11.11
2008-06-24,SAGB Index,SA Govt Bond Index,41.1,-0.175611535,4.7,11.13
2008-06-25,SAGB Index,SA Govt Bond Index,41.3,0.341883185,4.71,11.1
2008-06-26,SAGB Index,SA Govt Bond Index,41.2,-0.155473407,4.71,11.12
2008-06-27,SAGB Index,SA Govt Bond Index,41.1,-0.169796159,4.7,11.14
2008-06-30,SAGB Index,SA Govt Bond Index,40.9,-0.05185517,4.68,11.16
2008-07-01,SAGB Index,SA Govt Bond Index,40.4,-0.690654153,4.65,11.24
2008-07-02,SAGB Index,SA Govt Bond Index,40.7,0.533295423,4.67,11.18
2008-07-03,SAGB Index,SA Govt Bond Index,42.3,0.729183573,4.76,11.1
2008-07-04,SAGB Index,SA Govt Bond Index,42.7,0.585232163,4.79,11
2008-07-07,SAGB Index,SA Govt Bond Index,42.9,0.441088972,4.79,10.96
2008-07-08,SAGB Index,SA Govt Bond Index,42.6,-0.211609947,4.78,10.99
2008-07-09,SAGB Index,SA Govt Bond Index,42.8,0.365985464,4.79,10.95
2008-07-10,SAGB Index,SA Govt Bond Index,42.7,-0.304691517,4.79,10.99
2008-07-11,SAGB Index,SA Govt Bond Index,42.4,-0.32894332,4.77,11.03
2008-07-14,SAGB Index,SA Govt Bond Index,42.8,0.800032829,4.79,10.95
2008-07-15,SAGB Index,SA Govt Bond Index,43.3,0.690654991,4.82,10.87
2008-07-16,SAGB Index,SA Govt Bond Index,44.1,1.144139748,4.86,10.75
2008-07-17,SAGB Index,SA Govt Bond Index,44.7,0.839701109,4.9,10.66
2008-07-18,SAGB Index,SA Govt Bond Index,44.5,-0.02379168,4.89,10.67
2008-07-21,SAGB Index,SA Govt Bond Index,44.3,-0.101535326,4.87,10.69
2008-07-22,SAGB Index,SA Govt Bond Index,44.3,0.116725487,4.87,10.68
2008-07-23,SAGB Index,SA Govt Bond Index,44.3,0.119761901,4.87,10.67
2008-07-24,SAGB Index,SA Govt Bond Index,45.1,1.014381927,4.91,10.56
2008-07-25,SAGB Index,SA Govt Bond Index,45.2,0.167039176,4.92,10.55
2008-07-28,SAGB Index,SA Govt Bond Index,45.5,0.661953522,4.93,10.48
2008-07-29,SAGB Index,SA Govt Bond Index,45.8,0.26716236,4.95,10.46
2008-07-30,SAGB Index,SA Govt Bond Index,46,0.219908939,4.96,10.44
2008-07-31,SAGB Index,SA Govt Bond Index,46.7,1.171048079,5,10.32
2008-08-01,SAGB Index,SA Govt Bond Index,46.4,-0.05010959,4.99,10.32
2008-08-04,SAGB Index,SA Govt Bond Index,45.9,-0.360893393,4.96,10.37
2008-08-05,SAGB Index,SA Govt Bond Index,46.1,0.334545784,4.97,10.34
2008-08-06,SAGB Index,SA Govt Bond Index,46,-0.201359764,4.96,10.36
2008-08-07,SAGB Index,SA Govt Bond Index,45.5,-0.42117699,4.93,10.4
2008-08-08,SAGB Index,SA Govt Bond Index,45.1,-0.360169495,4.91,10.45
2008-08-11,SAGB Index,SA Govt Bond Index,45.7,0.903871772,4.94,10.36
2008-08-12,SAGB Index,SA Govt Bond Index,45.9,0.287353015,4.95,10.33
2008-08-13,SAGB Index,SA Govt Bond Index,45.9,0.074497715,4.95,10.33
2008-08-14,SAGB Index,SA Govt Bond Index,46.1,0.444363011,4.96,10.28
2008-08-15,SAGB Index,SA Govt Bond Index,46.5,0.354221766,4.98,10.25
2008-08-18,SAGB Index,SA Govt Bond Index,47,0.884322293,5.01,10.16
2008-08-19,SAGB Index,SA Govt Bond Index,46.6,-0.531948823,4.98,10.22
2008-08-20,SAGB Index,SA Govt Bond Index,46.2,-0.340048759,4.96,10.26
2008-08-21,SAGB Index,SA Govt Bond Index,45.9,-0.36393106,4.94,10.3
2008-08-22,SAGB Index,SA Govt Bond Index,45.8,-0.114785251,4.93,10.32
2008-08-25,SAGB Index,SA Govt Bond Index,45.7,0.026255908,4.92,10.32
2008-08-26,SAGB Index,SA Govt Bond Index,45.6,-0.031574903,4.92,10.33
2008-08-27,SAGB Index,SA Govt Bond Index,47,0.880190544,5.03,10.24
2008-08-28,SAGB Index,SA Govt Bond Index,47,0.035835939,5.03,10.24
2008-08-29,SAGB Index,SA Govt Bond Index,46.8,-0.205511483,5.02,10.26
2008-09-01,SAGB Index,SA Govt Bond Index,46.4,-0.276972723,4.99,10.3
2008-09-02,SAGB Index,SA Govt Bond Index,46.4,-0.006062581,4.99,10.3
2008-09-03,SAGB Index,SA Govt Bond Index,46.4,0.009473357,4.99,10.3
2008-09-04,SAGB Index,SA Govt Bond Index,48.6,0.06858061,5.12,10.3
2008-09-05,SAGB Index,SA Govt Bond Index,48.5,-0.148805021,5.11,10.25
2008-09-08,SAGB Index,SA Govt Bond Index,48.7,0.45921483,5.12,10.21
2008-09-09,SAGB Index,SA Govt Bond Index,48.9,0.255546905,5.13,10.19
2008-09-10,SAGB Index,SA Govt Bond Index,49.4,-0.179594045,5.19,10.21
2008-09-11,SAGB Index,SA Govt Bond Index,49.3,-0.162189477,5.18,10.23
2008-09-12,SAGB Index,SA Govt Bond Index,49.8,0.789974723,5.21,10.15
2008-09-15,SAGB Index,SA Govt Bond Index,49.8,0.164178377,5.21,10.14
2008-09-16,SAGB Index,SA Govt Bond Index,49.8,0.043783983,5.2,10.14
2008-09-17,SAGB Index,SA Govt Bond Index,49.8,0.051994104,5.2,10.14
2008-09-18,SAGB Index,SA Govt Bond Index,49.9,0.128983054,5.21,10.13
2008-09-19,SAGB Index,SA Govt Bond Index,50.2,0.353219686,5.22,10.09
2008-09-22,SAGB Index,SA Govt Bond Index,50.3,0.387694957,5.22,10.06
2008-09-23,SAGB Index,SA Govt Bond Index,50.3,0.042622586,5.22,10.06
2008-09-25,SAGB Index,SA Govt Bond Index,50.8,0.623506545,5.25,10
2008-09-26,SAGB Index,SA Govt Bond Index,50.7,0.026876968,5.25,10
2008-09-29,SAGB Index,SA Govt Bond Index,50.3,-0.31286693,5.22,10.04
2008-09-30,SAGB Index,SA Govt Bond Index,50.3,0.144739705,5.22,10.03
2008-10-01,SAGB Index,SA Govt Bond Index,50.4,0.166652538,5.23,10.02
2008-10-02,SAGB Index,SA Govt Bond Index,53.2,-0.308456807,5.4,10.05
2008-10-03,SAGB Index,SA Govt Bond Index,53.2,-0.026215031,5.4,9.96
2008-10-06,SAGB Index,SA Govt Bond Index,53,-0.002215934,5.39,9.97
2008-10-07,SAGB Index,SA Govt Bond Index,53.8,1.027847547,5.43,9.87
2008-10-08,SAGB Index,SA Govt Bond Index,53.7,-0.082619552,5.42,9.88
2008-10-09,SAGB Index,SA Govt Bond Index,53.2,-0.472345296,5.39,9.93
2008-10-10,SAGB Index,SA Govt Bond Index,52.4,-0.614647148,5.35,9.99
2008-10-13,SAGB Index,SA Govt Bond Index,52.2,-0.093581013,5.33,10.01
2008-10-14,SAGB Index,SA Govt Bond Index,52.2,0.132172776,5.34,10
2008-10-15,SAGB Index,SA Govt Bond Index,52.1,-0.05213379,5.33,10.01
2008-10-16,SAGB Index,SA Govt Bond Index,50.7,-1.751647145,5.25,10.19
2008-10-17,SAGB Index,SA Govt Bond Index,51,0.356951891,5.26,10.16
2008-10-20,SAGB Index,SA Govt Bond Index,50.6,-0.25738192,5.24,10.19
2008-10-21,SAGB Index,SA Govt Bond Index,50.3,-0.390454545,5.22,10.24
2008-10-22,SAGB Index,SA Govt Bond Index,48.6,-2.226913348,5.12,10.48
2008-10-23,SAGB Index,SA Govt Bond Index,48.7,-0.022015457,5.13,10.48
2008-10-24,SAGB Index,SA Govt Bond Index,49.6,0.982800964,5.18,10.38
2008-10-27,SAGB Index,SA Govt Bond Index,50.1,0.796492687,5.2,10.31
2008-10-28,SAGB Index,SA Govt Bond Index,50.8,1.009571925,5.24,10.2
2008-10-29,SAGB Index,SA Govt Bond Index,51.6,1.395516656,5.29,10.06
2008-10-30,SAGB Index,SA Govt Bond Index,51.7,0.25606628,5.29,10.04
2008-10-31,SAGB Index,SA Govt Bond Index,51.6,-0.203294866,5.28,10.06
2008-11-03,SAGB Index,SA Govt Bond Index,52,0.708166516,5.3,10
2008-11-04,SAGB Index,SA Govt Bond Index,52.6,0.661260355,5.33,9.94
2008-11-05,SAGB Index,SA Govt Bond Index,53,0.81511708,5.36,9.86
2008-11-06,SAGB Index,SA Govt Bond Index,55.4,0.34464763,5.54,9.74
2008-11-07,SAGB Index,SA Govt Bond Index,55.4,0.082705816,5.54,9.73
2008-11-10,SAGB Index,SA Govt Bond Index,55.7,0.550315051,5.55,9.69
2008-11-11,SAGB Index,SA Govt Bond Index,55.1,-0.690140296,5.52,9.76
2008-11-12,SAGB Index,SA Govt Bond Index,54.1,-1.096792333,5.46,9.87
2008-11-13,SAGB Index,SA Govt Bond Index,53.8,-0.230925786,5.45,9.9
2008-11-14,SAGB Index,SA Govt Bond Index,54.3,0.633585919,5.47,9.84
2008-11-17,SAGB Index,SA Govt Bond Index,54.6,0.570640428,5.48,9.79
2008-11-18,SAGB Index,SA Govt Bond Index,54.4,-0.133889634,5.47,9.8
2008-11-19,SAGB Index,SA Govt Bond Index,54.7,0.54461062,5.49,9.75
2008-11-20,SAGB Index,SA Govt Bond Index,55.4,0.967276935,5.53,9.66
2008-11-21,SAGB Index,SA Govt Bond Index,55.9,0.981567893,5.56,9.56
2008-11-24,SAGB Index,SA Govt Bond Index,56.3,0.757120528,5.57,9.5
2008-11-25,SAGB Index,SA Govt Bond Index,57.1,1.020501275,5.62,9.4
2008-11-26,SAGB Index,SA Govt Bond Index,55.8,-1.302241627,5.55,9.53
2008-11-27,SAGB Index,SA Govt Bond Index,55.5,-0.274440134,5.53,9.56
2008-11-28,SAGB Index,SA Govt Bond Index,55.1,-0.400444539,5.51,9.6
2008-12-01,SAGB Index,SA Govt Bond Index,55,0.173574211,5.51,9.59
2008-12-02,SAGB Index,SA Govt Bond Index,55.5,0.609993283,5.53,9.54
2008-12-03,SAGB Index,SA Govt Bond Index,55.7,0.270284526,5.54,9.51
2008-12-04,SAGB Index,SA Govt Bond Index,57.8,0.160541781,5.67,9.5
2008-12-05,SAGB Index,SA Govt Bond Index,57.8,0.113389001,5.67,9.43
2008-12-08,SAGB Index,SA Govt Bond Index,57.7,0.119203259,5.66,9.42
2008-12-09,SAGB Index,SA Govt Bond Index,58,0.391051872,5.68,9.39
2008-12-10,SAGB Index,SA Govt Bond Index,58.7,0.81940135,5.71,9.31
2008-12-11,SAGB Index,SA Govt Bond Index,59.1,0.314264721,5.73,9.28
2008-12-12,SAGB Index,SA Govt Bond Index,59.9,0.985233579,5.77,9.19
2008-12-15,SAGB Index,SA Govt Bond Index,60.8,1.269499646,5.82,9.08
2008-12-17,SAGB Index,SA Govt Bond Index,62.7,1.522258921,5.95,8.94
2008-12-18,SAGB Index,SA Govt Bond Index,63.4,0.871771388,5.98,8.87
2008-12-19,SAGB Index,SA Govt Bond Index,63,-0.412088819,5.96,8.91
2008-12-22,SAGB Index,SA Govt Bond Index,62.6,-0.284545199,5.94,8.94
2008-12-23,SAGB Index,SA Govt Bond Index,62,-0.581295369,5.91,8.99
2008-12-24,SAGB Index,SA Govt Bond Index,62.2,0.195563235,5.91,8.98
2008-12-29,SAGB Index,SA Govt Bond Index,61.8,-0.133108504,5.89,9
2008-12-30,SAGB Index,SA Govt Bond Index,62.1,0.421130285,5.9,8.97
2008-12-31,SAGB Index,SA Govt Bond Index,62,-0.041373741,5.898415756,8.972009879
2009-01-06,SAGB Index,SA Govt Bond Index,62.7,-1.000665578,5.96,9
2009-01-07,SAGB Index,SA Govt Bond Index,61.7,-0.991046149,5.91,9.09
2009-01-08,SAGB Index,SA Govt Bond Index,61.5,-0.231070141,5.9,9.12
2009-01-09,SAGB Index,SA Govt Bond Index,61.9,0.534656132,5.92,9.07
2009-01-12,SAGB Index,SA Govt Bond Index,61.1,-0.910379954,5.88,9.16
2009-01-13,SAGB Index,SA Govt Bond Index,61.3,0.269878935,5.89,9.14
2009-01-14,SAGB Index,SA Govt Bond Index,59.9,-1.337627135,5.82,9.27
2009-01-15,SAGB Index,SA Govt Bond Index,59.7,0.234664348,5.81,9.25
2009-01-16,SAGB Index,SA Govt Bond Index,60.1,0.506620668,5.83,9.2
2009-01-19,SAGB Index,SA Govt Bond Index,59.5,-0.47473699,5.79,9.25
2009-01-20,SAGB Index,SA Govt Bond Index,59.2,-0.148377614,5.78,9.27
2009-01-21,SAGB Index,SA Govt Bond Index,59.5,0.427262438,5.79,9.23
2009-01-22,SAGB Index,SA Govt Bond Index,59.4,0.20264152,5.79,9.21
2009-01-23,SAGB Index,SA Govt Bond Index,59.1,-0.14255119,5.77,9.23
2009-01-26,SAGB Index,SA Govt Bond Index,58.4,-0.489737394,5.73,9.28
2009-01-27,SAGB Index,SA Govt Bond Index,58.4,0.123208505,5.74,9.28
2009-01-28,SAGB Index,SA Govt Bond Index,59.2,0.67527038,5.78,9.21
2009-01-29,SAGB Index,SA Govt Bond Index,60,0.7796939,5.82,9.14
2009-01-30,SAGB Index,SA Govt Bond Index,59.6,-0.417236798,5.79,9.18
2009-02-02,SAGB Index,SA Govt Bond Index,59.1,-0.193716934,5.77,9.21
2009-02-03,SAGB Index,SA Govt Bond Index,59.1,0.020055135,5.77,9.21
2009-02-04,SAGB Index,SA Govt Bond Index,58.9,-0.096177374,5.76,9.22
2009-02-05,SAGB Index,SA Govt Bond Index,60.4,0.627285568,5.88,9.1
2009-02-06,SAGB Index,SA Govt Bond Index,58.9,-1.441808697,5.8,9.24
2009-02-09,SAGB Index,SA Govt Bond Index,59,0.496666032,5.8,9.2
2009-02-10,SAGB Index,SA Govt Bond Index,58,-1.131430175,5.75,9.31
2009-02-11,SAGB Index,SA Govt Bond Index,57.7,-0.338307838,5.73,9.34
2009-02-12,SAGB Index,SA Govt Bond Index,56.8,-1.089377422,5.68,9.45
2009-02-13,SAGB Index,SA Govt Bond Index,57.4,0.673782686,5.71,9.39
2009-02-16,SAGB Index,SA Govt Bond Index,57.5,0.199320983,5.71,9.37
2009-02-17,SAGB Index,SA Govt Bond Index,56.6,-1.036281977,5.66,9.48
2009-02-18,SAGB Index,SA Govt Bond Index,56.5,-0.132251007,5.65,9.49
2009-02-19,SAGB Index,SA Govt Bond Index,57.4,0.808958616,5.7,9.42
2009-02-20,SAGB Index,SA Govt Bond Index,57.8,0.502804993,5.72,9.37
2009-02-23,SAGB Index,SA Govt Bond Index,58.2,0.798799035,5.74,9.3
2009-02-24,SAGB Index,SA Govt Bond Index,58.3,0.171976734,5.74,9.29
2009-02-25,SAGB Index,SA Govt Bond Index,58.5,-0.112623058,5.77,9.3
2009-02-26,SAGB Index,SA Govt Bond Index,58.1,-0.411812635,5.75,9.34
2009-02-27,SAGB Index,SA Govt Bond Index,57,-1.171512343,5.69,9.46
2009-03-02,SAGB Index,SA Govt Bond Index,56.8,-0.15297729,5.68,9.48
2009-03-03,SAGB Index,SA Govt Bond Index,57.1,0.299077574,5.69,9.45
2009-03-04,SAGB Index,SA Govt Bond Index,57.6,0.782606844,5.72,9.38
2009-03-05,SAGB Index,SA Govt Bond Index,59.4,0.174061698,5.86,9.37
2009-03-06,SAGB Index,SA Govt Bond Index,59.9,0.680528255,5.89,9.22
2009-03-09,SAGB Index,SA Govt Bond Index,59.3,-0.59152311,5.85,9.28
2009-03-10,SAGB Index,SA Govt Bond Index,59.6,0.391748082,5.87,9.24
2009-03-11,SAGB Index,SA Govt Bond Index,60.1,-0.193218782,5.93,9.26
2009-03-12,SAGB Index,SA Govt Bond Index,60.4,0.409920793,5.94,9.23
2009-03-13,SAGB Index,SA Govt Bond Index,60.7,0.557823619,5.96,9.18
2009-03-16,SAGB Index,SA Govt Bond Index,60.7,0.170580934,5.95,9.17
2009-03-17,SAGB Index,SA Govt Bond Index,59.9,-0.88925669,5.91,9.26
2009-03-18,SAGB Index,SA Govt Bond Index,60.1,0.458067749,5.92,9.22
2009-03-19,SAGB Index,SA Govt Bond Index,60,0.071492587,5.92,9.21
2009-03-20,SAGB Index,SA Govt Bond Index,59.7,-0.280638668,5.9,9.24
2009-03-23,SAGB Index,SA Govt Bond Index,59.4,-0.187847496,5.88,9.26
2009-03-24,SAGB Index,SA Govt Bond Index,59.3,-0.003434325,5.88,9.27
2009-03-25,SAGB Index,SA Govt Bond Index,58.6,-0.842468906,5.84,9.35
2009-03-26,SAGB Index,SA Govt Bond Index,58,-0.918552931,5.81,9.44
2009-03-27,SAGB Index,SA Govt Bond Index,58.1,-0.015031654,5.82,9.44
2009-03-30,SAGB Index,SA Govt Bond Index,58.2,0.244388513,5.82,9.43
2009-03-31,SAGB Index,SA Govt Bond Index,58.1,-0.081961782,5.81,9.44
2009-04-01,SAGB Index,SA Govt Bond Index,57.9,-0.075745938,5.8,9.45
2009-04-02,SAGB Index,SA Govt Bond Index,59,0.675942376,5.89,9.39
2009-04-03,SAGB Index,SA Govt Bond Index,58.9,0.026370393,5.88,9.35
2009-04-06,SAGB Index,SA Govt Bond Index,58.5,-0.313239307,5.86,9.39
2009-04-07,SAGB Index,SA Govt Bond Index,58.3,-0.149282301,5.85,9.4
2009-04-08,SAGB Index,SA Govt Bond Index,58.4,0.083639432,5.85,9.4
2009-04-09,SAGB Index,SA Govt Bond Index,58.7,0.478783762,5.87,9.35
2009-04-14,SAGB Index,SA Govt Bond Index,58.3,-0.309466628,5.83,9.4
2009-04-15,SAGB Index,SA Govt Bond Index,58.4,0.230126386,5.84,9.38
2009-04-16,SAGB Index,SA Govt Bond Index,59.1,0.791107398,5.88,9.3
2009-04-17,SAGB Index,SA Govt Bond Index,59.8,0.835136976,5.91,9.23
2009-04-20,SAGB Index,SA Govt Bond Index,59.4,-0.265153337,5.89,9.26
2009-04-21,SAGB Index,SA Govt Bond Index,59.3,-0.095804775,5.88,9.27
2009-04-23,SAGB Index,SA Govt Bond Index,59.3,0.084937034,5.88,9.27
2009-04-24,SAGB Index,SA Govt Bond Index,59.4,0.303871278,5.89,9.24
2009-04-28,SAGB Index,SA Govt Bond Index,59.5,0.346960428,5.89,9.22
2009-04-29,SAGB Index,SA Govt Bond Index,59,-0.492632622,5.86,9.27
